"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"10323","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","23-Dec-2025","ABHAY NARAYAN YADAV","Payment Success","57514"
"10324","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","23-Dec-2025","ABHAY NARAYAN YADAV","Payment Success","26139"
"10325","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","23-Dec-2025","ABHAY NARAYAN YADAV","Payment Success","51989"
"10326","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","23-Dec-2025","ABHAY NARAYAN YADAV","Payment Success","66226"
"10327","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","23-Dec-2025","ABHAY NARAYAN YADAV","Payment Success","57514"
"10328","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","23-Dec-2025","ABHAY NARAYAN YADAV","Payment Success","83149"
"10329","Uttar Pradesh","Street lights","WS/MP189/2025-2026/147109","BALLIA(DISTRICT MAGISTRAE BALLIA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","24-Jun-2025","ABHAY NARAYAN YADAV","Payment Success","251520"
"10330","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152090","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","29-May-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","189155"
"10331","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152091","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","29-May-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","189155"
"10332","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152092","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","29-May-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","189155"
"10333","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152093","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","29-May-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","189155"
"10334","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152094","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","29-May-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","189155"
"10335","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152090","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","24-Mar-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","570000"
"10336","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152091","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","24-Mar-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","570000"
"10337","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152092","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","24-Mar-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","570000"
"10338","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152093","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","24-Mar-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","570000"
"10339","Chhattisgarh","Installation of multi-gym equipment","WS/MP225/2024-2025/152094","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","12-Mar-2025","CHHATTISGARH HUMAN RESOURCE DEVELOPMENT SOCIETY","Payment Success","570000"
"10340","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2024-2025/172458","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","21-Aug-2025","GP KANERA","Payment Success","250000"
"10341","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2024-2025/172458","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","12-Mar-2025","GP KANERA","Payment Success","250000"
"10342","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/205181","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","14-Jul-2026","PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M","Payment Success","399534"
"10343","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP052/2024-2025/163525","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","07-May-2025","Gangalaxmi Enterprises","Payment Success","1478607"
"10344","Assam","Construction of culverts and bridges","WS/MP831/2024-2025/132572","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","12-Mar-2025","DB ENTERPRISE","Payment Success","500000"
"10345","Punjab","Creation of new ponds","WS/MP140/2024-2025/161243","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","19-Dec-2025","Pawan Trading co","Payment Success","185250"
"10346","Punjab","Creation of new ponds","WS/MP140/2024-2025/161243","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","19-Dec-2025","Pawan Trading co","Payment Success","52800"
"10347","Punjab","Creation of new ponds","WS/MP140/2024-2025/161243","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","15-Oct-2025","Pawan Trading co","Payment Success","459000"
"10348","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/213622","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Sep-2025","Nm Randhawa Tiles Co","Payment Success","45595"
"10349","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/213622","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Sep-2025","Nm Randhawa Tiles Co","Payment Success","45596"
"10350","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/213622","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Sep-2025","Nm Randhawa Tiles Co","Payment Success","11409"
"10351","Odisha","Construction of community centers and community halls","WS/MP131/2023-2024/75414","Subarnapur(District Collector Subarnapur_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","28-Oct-2025","SAHADEV PRADHAN JE","Payment Success","372980"
"10352","Maharashtra","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18292/2025-2026/142719","LATUR(DISTRICT COLLECTOR LATUR_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","20-Aug-2025","JAYPRAKASH JAGANNATH MANE","Payment Success","999903"
"10353","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2024-2025/142720","LATUR(DISTRICT COLLECTOR LATUR_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","25-Mar-2025","JAYPRAKASH JAGANNATH MANE","Payment Success","999437"
"10354","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP052/2024-2025/150005","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","13-Mar-2025","JAI MATA DI EENT UDYOG","Payment Success","1488973"
"10355","Punjab","Construction of community centers and community halls","WS/MP140/2024-2025/128066","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","21-Mar-2025","AGGARWAL SANITARY STORE","Payment Success","11780"
"10356","Punjab","Renovation of ponds and lakes","WS/MP140/2025-2026/194345","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","05-Jun-2025","AGGARWAL SANITARY STORE","Payment Success","450000"
"10357","Punjab","Renovation of ponds and lakes","WS/MP140/2025-2026/194345","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","05-Jun-2025","AGGARWAL SANITARY STORE","Payment Success","450000"
"10358","Punjab","Renovation of ponds and lakes","WS/MP140/2025-2026/194345","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","17-Jul-2025","AGGARWAL SANITARY STORE","Payment Success","69000"
"10359","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153540","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","27-Oct-2025","SUKHVEER SINGH","Payment Success","274291"
"10360","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248970","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2026","SUKHVEER SINGH","Payment Success","1486800"
"10361","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153540","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","15-Mar-2025","SUKHVEER SINGH","Payment Success","824795"
"10362","Rajasthan","Construction of boundary walls of existing public and community buildings","WS/MP146/2024-2025/119063","BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","20-Mar-2025","Sanwariya Enterprises","Payment Success","277856"
"10363","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95782","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","15-Mar-2025","KARTHIKEYAN ELECTRICALS","Payment Success","689415"
"10364","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP840/2024-2025/134669","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","21-Mar-2025","DINESH SHAHI","Payment Success","848538"
"10365","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP840/2024-2025/134669","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","20-Jan-2026","DINESH SHAHI","Payment Success","472000"
"10366","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP840/2024-2025/134669","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","04-Jul-2025","DINESH SHAHI","Payment Success","920580"
"10367","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP840/2024-2025/134669","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","04-Aug-2025","DINESH SHAHI","Payment Success","255290"
"10368","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP052/2024-2025/150004","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","18-Mar-2025","MARKANDEY KUMAR","Payment Success","1489103"
"10369","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP052/2024-2025/150006","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","21-Mar-2025","MARKANDEY KUMAR","Payment Success","1488584"
"10370","Punjab","Construction of community centers and community halls","WS/MP140/2024-2025/128066","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","21-Mar-2025","Jaswant Singh","Payment Success","15873"
"10371","Punjab","Purchase of hearse van (Four, three and two wheelers)","WS/MP141/2025-2026/241123","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","21-May-2026","SNEH HYDRATECH ENGINEERING SOLUTION","Payment Success","1595000"
"10372","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP078/2024-2025/148984","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","24-Nov-2025","ANANT BUILDER AND DEVELOPERS","Payment Success","320000"
"10373","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP078/2024-2025/148988","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","24-Nov-2025","ANANT BUILDER AND DEVELOPERS","Payment Success","320000"
"10374","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP078/2024-2025/148987","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","24-Nov-2025","ANANT BUILDER AND DEVELOPERS","Payment Success","360000"
"10375","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP078/2024-2025/148984","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","15-Mar-2025","ANANT BUILDER AND DEVELOPERS","Payment Success","480000"
"10376","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP078/2024-2025/148987","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","15-Mar-2025","ANANT BUILDER AND DEVELOPERS","Payment Success","540000"
"10377","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP078/2024-2025/148988","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","15-Mar-2025","ANANT BUILDER AND DEVELOPERS","Payment Success","480000"
"10378","Punjab","Purchase of mobile water tankers","WS/MP140/2025-2026/232539","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","09-Dec-2025","FATHEGHAR FABRICATORS","Payment Success","343100"
"10379","Punjab","Purchase of mobile water tankers","WS/MP140/2025-2026/176653","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","04-Apr-2025","FATHEGHAR FABRICATORS","Payment Success","365800"
"10380","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2025-2026/190717","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","23-Apr-2026","PM ABDUL KAREEM","Payment Success","3633700"
"10381","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18329/2025-2026/156800","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Haris Beeran (2024-30) (2024-2030)","Elected MP","21-Apr-2026","PM ABDUL KAREEM","Payment Success","3654632"
"10382","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP112/2024-2025/135958","SANGLI(DISTRICT COLLECTOR SANGLI_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","17-Jul-2025","Namdev Dipak Desai","Payment Success","498795"
"10383","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP112/2024-2025/135957","SANGLI(DISTRICT COLLECTOR SANGLI_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","24-Jul-2025","Shailesh Suresh Adate","Payment Success","997757"
"10384","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP112/2024-2025/135956","SANGLI(DISTRICT COLLECTOR SANGLI_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","14-May-2025","GANESH BABURAO MASALI","Payment Success","998939"
"10385","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP166/2024-2025/125524","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","18-Mar-2025","GNANASEKARAN CONSTRUCTION","Payment Success","764393"
"10386","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP18291/2025-2026/201536","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","07-Feb-2026","SONPARI GRAM PANCHAYAT","Payment Success","475000"
"10387","Gujarat","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18291/2024-2025/149691","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","27-Mar-2025","SONPARI GRAM PANCHAYAT","Payment Success","194706"
"10388","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18364/2024-2025/149984","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","29-May-2025","SRI LAKSHMI NARASIMHA ENTERPRISES","Payment Success","499534"
"10389","Karnataka","Providing drains and gutters for public drainage","WS/MP18364/2025-2026/149959","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","21-Nov-2025","SRI LAKSHMI NARASIMHA ENTERPRISES","Payment Success","499643"
"10390","Karnataka","Providing drains and gutters for public drainage","WS/MP086/2025-2026/170927","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","08-Dec-2025","SRI LAKSHMI NARASIMHA ENTERPRISES","Payment Success","499595"
"10391","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/203344","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","01-Dec-2025","SRI LAKSHMI NARASIMHA ENTERPRISES","Payment Success","499328"
"10392","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP889/2025-2026/256625","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","21-Apr-2026","Grampanchayat Ramun","Payment Success","300000"
"10393","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2024-2025/152221","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","29-Mar-2025","G R ASSOCIATES","Payment Success","432764"
"10394","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2024-2025/152220","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","29-Mar-2025","G R ASSOCIATES","Payment Success","371044"
"10395","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2024-2025/152222","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","29-Mar-2025","G R ASSOCIATES","Payment Success","499996"
"10396","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/212587","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","18-Jun-2026","G R ASSOCIATES","Payment Success","508980"
"10397","Andhra Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18334/2025-2026/205235","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","23-Dec-2025","G R ASSOCIATES","Payment Success","498047"
